geoid,longitude,latitude,facility,county,address,city,zip_code,type,residential_wells_sampled,site_lead,site_lead_email,site_lead_phone,hyperlink,location,military,facility_date,site_background,drinking_water_information,anticipated_activities
26139,-86.11614,42.79968,Warner-Lambert Company LLC,Ottawa County,188 Howard Avenue,Holland,49424,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/warner-lambert-company-llc,Holland,No,2021/03/31 00:00:00+00,NA,NA,NA
26053,-90.134941,46.524918,Gogebic-Iron County Airport,Gogebic County,E5560 Airport Road,Ironwood,49938,Airport,Yes,Steve Harrington,HarringtonS@Michigan.gov,906-869-2806,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/gogebic-county/gogebic-iron-county-airport,Ironwood,No,2021/04/06 00:00:00+00,NA,NA,NA
26055,-85.58242,44.73815,Cherry Capital Airport,Grand Traverse County,727 Fly Don’t Drive,Traverse City,49686,Airport,Yes,"Brian Flickinger
","FlickingerB@Michigan.gov
","231-876-4456
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/grand-traverse-county/cherry-capital-airport,Traverse City,No,2021/04/14 00:00:00+00,NA,NA,NA
26055,-85.581591,44.751017,"United States Coast Guard Air Station, Traverse City",Grand Traverse County,1169 Airport Access Road,Traverse City,49686,Military,Yes,"Brian Flickinger
","FlickingerB@Michigan.gov
","231-876-4456
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/grand-traverse-county/east-bay-township-area-of-interest,Traverse City,Yes,2021/04/14 00:00:00+00,NA,NA,NA
26049,-83.547314,43.200644,Forest Waste Superfund Site,Genesee County,8359 East Farrand Road,Otisville,48463,Landfill,No,Nicolas Dawson,DawsonN1@Michigan.gov,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/forest-waste-superfund-site,Forest Township,No,2021/04/29 00:00:00+00,NA,NA,NA
26139,-85.78636,42.916515,Fenske Landfill Inc.,Ottawa  County,2646 Kenowa Avenue,Tallmadge Charter Township,49544,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4650,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/fenske-landfill-inc,Tallmadge Township,No,2021/05/05 00:00:00+00,NA,NA,NA
26159,-85.896328,42.21138,Production Rubber Products,Van Buren County,153 Commercial Street,Paw Paw,49079,Industrial,No,Rachel Golota,golotar@michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/production-rubber-products,Paw Paw,No,2021/05/12 00:00:00+00,NA,NA,NA
26101,-86.253766,44.275148,Manistee Blacker Airport,Manistee County,2323 Airport Road,Manistee,49660,Airport,No,David Maynard,MaynardD@Michigan.gov,231-429-1656,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/manistee-blacker-airport,Manistee,No,2021/05/18 00:00:00+00,NA,NA,NA
26125,-83.604301,42.79697,Former Falk Road Landfill,Oakland County,16000 Falk Road,Holly,48442,Landfill,Yes,Kimberly Ethridge,EthridgeK@Michigan.gov,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/former-falk-road-landfill,Holly Township,No,2021/05/10 00:00:00+00,NA,NA,NA
26155,-84.200729,42.987761,Shiawassee Sanitary Landfill,Shiawassee County,2000 Helena Street,Owosso Township,48867,Landfill,Yes,Jessica Tashman,TashmanJ@michigan.gov,517-245-3931,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/shiawassee-sanitary-landfill,Owosso Township,No,2021/06/03 00:00:00+00,NA,NA,NA
26067,-85.23378,43.07987,Belding Wastewater Treatment Plant,Ionia County,1500 Wells Street,Belding,48809,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/belding-wastewater-treatment-plant,Belding,No,2021/06/14 00:00:00+00,NA,NA,NA
26015,-85.535862,42.439337,Kavco Landfill,Barry County,West Day Road,Plainwell,49080,Landfill,TBD,Lynn Gosson,gossonl1@michigan.gov,616-648-6937,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/kavco-landfill,Prairieville Township,No,2021/07/09 00:00:00+00,NA,NA,NA
26049,-83.68408,43.03305,Former EI DuPont Flint,Genesee County,1555 James P. Cole Boulevard,Flint Township,48503,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,"517-281-7726
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/former-el-dupont-flint,Flint Township,No,2021/07/12 00:00:00+00,NA,NA,NA
26009,-85.411152,44.89253599,Key II Industrial Building,Antrim County,603 Bridge St.,Elk Rapids,49629,Industrial,No,Jacob Palinsky,PalinskyJ@Michigan.gov,989-370-3053,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/antrim-county/key-ii-industrial-building,Elk Rapids,No,2021/07/16 00:00:00+00,NA,NA,NA
26139,-86.234312,43.070284,JB Sims Generating Station,Ottawa County,1231 North 3rd Street,Grand Haven,49417,Industrial,No,Kent Walters,waltersk7@michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/jb-sims-generating-station,Grand Haven,No,2021/07/28 00:00:00+00,NA,NA,NA
26125,-83.14912,42.44672,Former Hayes Lemmerz International Inc.,Oakland County,1600 West 8 Mile Road,Ferndale,48220,Industrial,No,Joseph Rogers,RogersJ5@Michigan.gov,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/former-hayes-lemmerz-international-inc,NA,No,2021/08/05 00:00:00+00,NA,NA,NA
26163,-83.017621,42.338049,Stroh Parking Structure,Wayne County,2935 Wright Street and 261 McDougall Street,Detroit,48226,Industrial,No,Eric A. Larson,larsone5@michigan.gov,586 255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/stroh-parking-structure,NA,No,2021/08/05 00:00:00+00,NA,NA,NA
26049,-83.657719,43.082466,Bray Road Site,Genesee County,5200 Bray Road,Genesee Township,48505,Landfill,Yes,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/bray-road-site,NA,No,2021/08/18 00:00:00+00,NA,NA,NA
26163,-83.453575,42.2780599,Cyb Tools,Wayne County,42056 Michigan Avenue,Canton,48188,Plating,N/A,Eric A. Larson,LarsonE5@Michigan.gov,586 255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/cyb-tools,NA,No,2021/09/01 00:00:00+00,NA,NA,NA
26121,-86.15721,43.18978,3523 Heights-Ravenna Road,Muskegon County,3523 Heights Ravenna Road,Muskegon (Fruitport Township),49444,Laundromat/Dry Cleaner,Yes,Peter Van Heest,vanheestp@michigan.gov,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/3523-heights-ravenna-road,NA,No,2021/09/03 00:00:00+00,NA,NA,NA
26049,-83.86788552,43.17148,Pollard Landfill,Genesee County,11349 McKinley Road,Montrose Township,48457,Landfill,No,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/pollard-landfill,NA,No,2021/09/08 00:00:00+00,NA,NA,NA
26061,-88.4941,47.1687,Houghton County Memorial Airport,Houghton County,23810 Airpark Blvd,Calumet,49913,Airport,Yes,Ashley Miller,MillerA65@Michigan.gov,906-235-7435,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/houghton-county/houghton-county-memorial-airport,NA,No,2021/09/16 00:00:00+00,NA,NA,NA
26125,-83.4683,42.6817,Pontiac Lake State Recreation Area,Oakland  County,7800 Gale Road,Waterford,48327,Fire Related,Yes,Ira Adolphues,AdolphuesI@Michigan.gov,586-295-6682,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/pontiac-lake-state-recreation-area,NA,No,2021/09/21 00:00:00+00,NA,NA,NA
26125,-83.4202,42.6641,Oakland County International Airport,Oakland County,6500 Highland Road,Waterford,48327,Airport,Yes,Ira Adolphues,AdolphuesI@Michigan.gov,586-295-6682,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/oakland-county-international-airport,NA,No,2021/09/21 00:00:00+00,NA,NA,NA
26081,-85.574577,42.886178,Lacks Industries - Airlane,Kent County,4260 Airlane Drive SE,Kentwood,49512,Plating,No,Brent Ritchie,Ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/lacks-industries-airlane,NA,No,2021/09/22 00:00:00+00,NA,NA,NA
26163,-83.3554,42.2162,Detroit Metropolitan Wayne County Airport,Wayne County,8600 Merriman Road,Romulus,48174,Airport,No,Eric Larson,LarsonE5@Michigan.gov,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/detroit-metropolitan-wayne-county-airport,NA,No,2021/09/23 00:00:00+00,NA,NA,NA
26123,-85.94243,43.486837,Kunnen’s Landfill,Newaygo County,3897 Ramshorn Drive,Fremont,49412,Landfill,Yes,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/newaygo-county/kunnens-landfill,NA,No,2021/09/27 00:00:00+00,NA,NA,NA
26037,-84.5905105,42.77675,Capital Region International Airport,Clinton County,4100 Capital City Blvd,Lansing,48906,Airport,Yes,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/capital-region-international-airport,NA,No,2021/10/12 00:00:00+00,NA,NA,NA
26077,-85.53802292,42.11444594,Former Fox River Paper Company,Kalamazoo County,300 West Highway Street,Vicksburg,49097,Paper Manufacturing,TBD,Pablo Mora,MoraP@Michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/former-fox-river-paper-company,NA,No,2021/10/13 00:00:00+00,NA,NA,NA
26021,-86.254202,41.783755,Buckeye Niles Terminal,Berrien County,2303 South Third Street,Niles,49120,Fire Related,Yes,Pablo Mora,morap@michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/buckeye-niles-terminal,NA,No,2021/10/27 00:00:00+00,NA,NA,NA
26139,-86.184987,42.820494,Southwest Ottawa County Landfill Superfund Site,Ottawa County,2901 North 160th Avenue,Park Township,49424,Landfill,Yes,Jacob Emmendorfer,EmmendorferJ2@Michigan.gov,517-245-5274,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/southwest-ottawa-county-landfill-superfund-site,NA,No,2021/11/08 00:00:00+00,NA,NA,NA
26147,-82.48935,42.95619,Techni-Comp,St. Clair County,4152 Dove Road,Port Huron,48060,Landfill,Yes,Kim Ethridge,EthridgeK@Michigan.gov,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-clair-county/techni-comp,NA,No,2021/11/03 00:00:00+00,NA,NA,NA
26017,-83.92999,43.67176,Bangor Township Landfill,Bay County,2305 Two Mile Road,Bay City,48706,Landfill,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/bangor-township-landfill,NA,No,2021/11/12 00:00:00+00,NA,NA,NA
26081,-85.727728,42.917019,Spartan Chemical Superfund Site,Kent County,2539 28th Street Southwest,Calgary,49509,Industrial,No,Megan Cynar,CynarM@Michigan.gov,517-256-2681,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/spartan-chemical-superfund-site,NA,No,2021/12/16 00:00:00+00,NA,NA,NA
26067,-85.2545426,42.917272,Saranac Landfill,Ionia County,4857 Ivan Road,Saranac,48881,Landfill,Yes,Kent Walters,Waltersk7@michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/saranac-landfill,NA,No,2022/01/10 00:00:00+00,NA,NA,NA
26041,-87.126,45.765,Delta County Landfill,Delta County,5701 19th Avenue North,Escanaba,49829,Landfill,No,John J. Ozoga,OzogaJ@michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/delta-county/delta-county-landfill,NA,No,2022/01/13 00:00:00+00,NA,NA,NA
26005,-85.9712216,42.76722652,Deyoung Landfill,Allegan County,SW Corner of 76th Ave and Ottogan,Zeeland,49423,Landfill,Yes,Ray Spaulding,SpauldingR1@Michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/deyoung-landfill,NA,No,2022/01/13 00:00:00+00,NA,NA,NA
26121,-86.3033374,43.216943,Former S.D. Warren (SAPPI),Muskegon County,2400 Lakeshore Drive,Muskegon,49441,Paper Manufacturing,No,Jason Poll,PollJ@michigan.gov,616-446-1263,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-sd-warren-sappi,NA,No,2022/01/24 00:00:00+00,NA,NA,NA
26081,-85.736084,42.944765,Riverside Sand and Gravel Landfill,Kent County,2780 Butterworth Drive,Grand Rapids,49534,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/riverside-sand-and-gravel-landfill,NA,No,2022/02/02 00:00:00+00,NA,NA,NA
26125,-83.24503,42.718586,"LymTal International, Inc.",Oakland County,4150 S. Lapeer Road,Lake Orion,48359,Fire Related,Yes,Cynthia Paslawski,PaslawskiC@Michigan.gov,586-668-6433,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/lymtal-international-inc,NA,No,2022/02/23 00:00:00+00,NA,NA,NA
26003,-86.59573,46.37632,Wood Island Landfill,Alger County,"Wood Island Waste Management, Inc., E1081 State Highway M-28",Wetmore,49862,Landfill,No,John J. Ozoga III,OzogaJ@Michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/alger-county/wood-island-landfill,NA,No,2022/03/08 00:00:00+00,NA,NA,NA
26097,-84.628891,45.871278,City of Mackinac Island Landfill,Mackinac County,3883 Dousman Street,Mackinac Island,49757,Landfill,No,Mary Ann St. Antoine,StantoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mackinac-county/city-of-mackinac-island-landfill,NA,No,2022/03/11 00:00:00+00,NA,NA,NA
26123,-86.026662,43.660301,Eagle Ottawa Newaygo Farms,Oceana & Newaygo County,204th Avenue,Walkerville,49459,Tannery,Yes,Kelly Moss,MossK@Michigan.gov,616-215-4588,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oceana-county/eagle-ottawa-newaygo-farms,NA,No,2022/03/11 00:00:00+00,NA,NA,NA
26121,-86.295205,43.415548,Former Whitehall Wastewater Treatment Plant,Muskegon County,2000 Holton-Whitehall Road,Whitehall,49461,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-whitehall-wwtp,NA,No,2022/03/14 00:00:00+00,NA,NA,NA
26147,-82.440031,42.987801,EB Eddy Paper/ Domtar Paper,Saint Clair County,1700 Washington Avenue,Port Huron,48060,Paper Manufacturing,No,Kim Ethridge,EthridgeK@Michigan.gov,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-clair-county/eb-eddy-paper-domtar-paper,NA,No,2022/03/16 00:00:00+00,NA,NA,NA
26139,-86.20641267,43.06446307,Challenge Machinery Company,Ottawa County,295 N. Beechtree Street,Grand Haven,49417,Industrial,No,Kelly Moss,MossK@michigan.gov,616-215-4588,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/challenge-machinery-company,NA,No,2022/03/25 00:00:00+00,NA,NA,NA
26081,-85.55637632,43.12967767,Wolverine Sole Plant (former),Kent County,485 Wolverine Drive NE,Rockford,49341,Industrial,No,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/wolverine-sole-plant,NA,No,2022/03/30 00:00:00+00,NA,NA,NA
26021,-86.2418,41.8405,Toefco Engineered Coating Systems Inc,Berrien County,1220 North 14th Street,Niles,49120,Industrial,No,Kathleen Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/toefco-engineered-coating-systems,NA,No,2022/04/07 00:00:00+00,NA,NA,NA
26025,-85.257965,42.29853,Battle Creek Executive Airport,Calhoun County,15551 S. Airport Road,Battle Creek,49015,Airport,Yes,Gregg Brettmann,BrettmannG@Michigan.gov,269-567-3528,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/calhoun-county/battle-creek-executive-airport,NA,No,2022/04/28 00:00:00+00,NA,NA,NA
26025,-85.24944,42.32027,Kellogg Air National Guard Base Battle Creek,Calhoun County,3545 Mustang Ave.,Battle Creek,49037,Military,Yes,Gregg Brettmann,BrettmannG@Michigan.gov,269-567-3528,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/calhoun-county/kellogg-angb,NA,Yes,2022/04/28 00:00:00+00,NA,NA,NA
26037,-84.588074,42.7712915,MIARNG Lansing Hangar,Clinton County,3700 Capital City Blvd,Lansing,48906,Military,No,Kim Sakowski,SakowskiK@michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/miarng-lansing-hangar,NA,No,2022/04/28 00:00:00+00,NA,NA,NA
26029,-85.261833,45.3170472,Charlevoix Municipal Well Field,Charlevoix  County,Lake Shore Drive,Charlevoix,49720,Laundromat/Dry Cleaner,No,Nic Dawson,DawsonN1@Michigan.gov,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/charlevoix-county/charlevoix-municipal-well-field,NA,No,2022/05/05 00:00:00+00,NA,NA,NA
26045,-84.66,42.675,State Secondary Complex,Eaton County,7426 N. Canal,Dimondale,48821,Fire Related,Yes,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/state-secondary-complex,NA,No,2022/05/09 00:00:00+00,NA,NA,NA
26015,-85.4525872,42.7189068,Middleville Wastewater Treatment Plant,Barry County,607 Sheridan Street,Middleville,49333,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/middleville-wwtp,NA,No,2022/05/24 00:00:00+00,NA,NA,NA
26081,-85.59593,43.112514,North Kent Landfill,Kent County,2908 10 Mile Road NE,Plainfield Township,49341,Landfill,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/north-kent-landfill,NA,No,2022/05/27 00:00:00+00,NA,NA,NA
26043,-88.11852,45.814743,Ford Airport-Iron Mountain,Dickinson  County,400 Riverhills Road,Kingsford,49802,Airport,Yes,Andrew Reed,ReedA20@michigan.gov,906-250-7532,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/ford-airport-iron-mountain,NA,No,2022/06/03 00:00:00+00,NA,NA,NA
26125,-83.444716,42.8401436,Brandon School District Wastewater Treatment Plant,Oakland County,1050 Ortonville Road,Ortonville,48462,Wastewater,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/brandon-school-district-wwtp,NA,No,2022/06/06 00:00:00+00,NA,NA,NA
26125,-83.448244,42.846707,360 South Street Car Wash,Oakland County,360 South Street,Ortonville,48462,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/360-south-street-car-wash,NA,No,2022/06/06 00:00:00+00,NA,NA,NA
26125,-83.39605,42.690953,"General Motors Customer Care and Aftersales Facility, Waterford",Oakland County,5260 Williams Lake Road,Waterford Township,48329,Industrial,Yes,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/general-motors-ccaf,NA,No,2022/06/07 00:00:00+00,NA,NA,NA
26125,-83.491608,42.534706,850 Ladd Road,Oakland County,850 Ladd Road,Walled Lake,48390,Industrial,Yes,Colleen McLean,McleanC1@Michigan.gov,586-554-6489,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/850-ladd-road,NA,No,2022/06/09 00:00:00+00,NA,NA,NA
26125,-83.579977,42.471387,Lyon Township Wastewater Treatment Plant,Oakland County,53656 Ten Mile Road,South Lyon,48178,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/lyon-township-wastewater-treatment-plant,NA,No,2022/06/22 00:00:00+00,NA,NA,NA
26035,-84.949439,43.958976,Kleen Gene’s Laundromat,Clare County,402 South Bringold Avenue,Lake George,48633,Laundromat/Dry Cleaner,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/kleen-genes-laundromat,NA,No,2022/07/08 00:00:00+00,NA,NA,NA
26117,-85.084346,43.281392,Stanton Wastewater Treatment Plant,Montcalm County,Brown Road,Stanton,48888,Wastewater,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montcalm-county/stanton-wwtp,NA,No,2022/07/11 00:00:00+00,NA,NA,NA
26077,-85.56027646,42.34314142,Hydro Extrusion USA,Kalamazoo County,5575 North Riverview Drive,Kalamazoo,49004,Industrial,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/hydro-extrusion-usa,NA,No,2022/07/14 00:00:00+00,NA,NA,NA
26081,-85.511295,42.805127,Caledonia Wastewater Treatment Plant,Kent County,8701 Cherry Valley Road,Caledonia,49316,Wastewater,TBD,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/caledonia-wwtp,NA,No,2022/11/15 00:00:00+00,NA,NA,NA
26073,-84.77,43.60444401,104 North Kinney,Isabella County,104 North Kinney,Mt. Pleasant,78832,Laundromat/Dry Cleaner,No,Matthew Werle,WerleM@Michigan.gov,989-385-1680,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/isabella-county/104-north-kinney-avenue,NA,No,2022/08/24 00:00:00+00,NA,NA,NA
26005,-85.850799,42.536674,Rockwell International Corporation,Allegan County,1 Glass Street,Allegan,49010,Industrial,No,Shelby Bahaw,BahawS@Michigan.gov,517-388-4899,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/rockwell-international-corporation,NA,No,2022/08/29 00:00:00+00,NA,NA,NA
26049,-83.751011,42.964886,Bishop International Airport Authority,Genesee County,3425 W. Bristol Road,Flint,48507,Airport,No,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/bishop-international-airport-authority,NA,No,2022/08/29 00:00:00+00,NA,NA,NA
26049,-83.65297,43.031133,Delphi Plants 400 and 500,Genesee County,2926 Davison Road,Flint,48506,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/delphi-plants-400-500,NA,No,2022/08/29 00:00:00+00,NA,NA,NA
26093,-83.914,42.594,Lucy Road Landfill,Livingston County,Lucy Road,Howell,48843,Landfill,Yes,Rebecca Taylor,taylorr@michigan.gov,517-294-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/lucy-road-landfill,NA,No,2022/10/17 00:00:00+00,NA,NA,NA
26153,-86.257929,46.002817,Haywire Landfill,Schoolcraft County,Highway M-94,"Manistique, Hiawatha Township",49854,Landfill,No,Mary Ann St Antoine,StAntoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/haywire-landfill,NA,No,2022/10/31 00:00:00+00,NA,NA,NA
26065,-84.537058,42.768922,"Daggett Sand & Gravel, Inc. Landfill",Ingham County,930 East Sheridan Road,Lansing,48906,Landfill,No,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/daggett-sand-gravel-landfill,NA,No,2022/12/01 00:00:00+00,NA,NA,NA
26043,-88.06484,45.801012,Grede LLC Iron Mountain (Grede Landfill),Dickinson County,801 South Carpenter Avenue,Kingsford,49802,Landfill,Yes,Mary Ann St Antoine,StAntoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/grede-landfill,NA,No,2022/12/06 00:00:00+00,NA,NA,NA
26125,-83.28383,42.66093,GM LLC Pontiac North Campus,Oakland County,1 Pontiac Plaza,Pontiac,48340,Industrial,No,Nicole Sanabria,SanabriaN@michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/gm-lcc-pontiac-north-campus,NA,No,2022/12/13 00:00:00+00,NA,NA,NA
26159,-86.274455,42.383659,Former Four Star Property,Van Buren County,1391 Kalamazoo Street (formerly 1415 Kalamazoo Street),South Haven,49090,Plating,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/four-star-property,NA,No,2023/01/13 00:00:00+00,NA,NA,NA
26121,-86.256773,43.28458,Former BASF Muskegon,Muskegon County,1740 Whitehall Rd,North Muskegon,49445,Industrial,TBD,Joe Rogers,RogersJ5@Michigan.gov,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-basf-muskegon,NA,No,2023/02/03 00:00:00+00,NA,NA,NA
26093,-83.82489,42.45827,Hamburg Township WWTP,Livingston County,6400 East M-36,Hamburg,48139,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/hamburg-township-wwtp,NA,No,2023/02/06 00:00:00+00,NA,NA,NA
26093,-83.963417,42.623256,2440 West Highland Road – Upland Area of the Shiawassee River Superfund Site,Livingston County,2440 W Highland Road,Howell,48843,Industrial,Yes,Mary B. Schafer,Schaferm2@Michigan.gov,517-582-1663,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/2440-west-highland-road,NA,No,2023/02/06 00:00:00+00,NA,NA,NA
26159,-86.272198,42.38397,1421 Kalamazoo Street,Van Buren County,1421 Kalamazoo Street,South Haven,49090,Industrial,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/1421-kalamazoo-street,NA,No,2023/03/01 00:00:00+00,NA,NA,NA
26035,-84.86439,43.87583,Surrey Township Landfill,Clare County,7590 Old State Road,Farwell,48622,Landfill,Yes,Scott Malusi,malusis@michigan.gov,989-891-6983,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/surrey-township-landfill,NA,No,2023/03/03 00:00:00+00,NA,NA,NA
26123,-85.838277,43.323207,Riveridge Sewage Lagoon,Newaygo County,12624 S Ferris Ave,Grant,49327,Wastewater,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/newaygo-county/riveridge-sewage-lagoon,NA,No,2023/04/03 00:00:00+00,NA,NA,NA
